Код в проекте;Device_ID Устройство;Идентификатор объекта;Имя объекта;Тип Объекта;Описание;Текущее значение 85;Флаги состояния 111;PropertyList-371 адрес регистра;PropertyList-371 Количество регистров для чтения;PropertyList-371 Функция для чтения регистра;PropertyList-371Функция для записи в регистр;PropertyList-371 Тип данных;PropertyList-371 Длина данных в битах;PropertyList-371 Бит регистра;PropertyList-371 Извлекаемые данные из массива/Номер слова;PropertyList-371 Коэфф. Преобразования(делитиь значение на него);Состояние события 36;Достоверность 103;Отключен 81;Единицы - 117;Макс. Значение - 65;Мин. Значение - 69;Высокий предел - 45;Низкий предел - 59;Класс уведомления - 17;"356.Задержка по времени (normal)
5";113.Задержка по времени (offnormal);Предел включения 52;"35.Уведомление разрешено
TO_OFFNORMAL, TO_FAULT, TO_NORMAL
[true,true,true]";Признаный переход - 0;Тип уведомления - 72;Отметки времени событий 130;Тексты сообщений о событиях 351;Имя профиля 168;Разрешение - 106;Logs - 133;Приращение COV - 22;Нечувствительность 25;Приоритетный массив - 87;Освободить по умолчанию - 104;Полярность - 84;Неактивный текст - 46;Активный текст - 4;Время COS - 16;Число COS - 15;Сброс числа состояний - 115;Затраченное активное время - 33;Сброс активного времени - 114;Активировать собитие-353;Сигнальное значение мультистейт - 7;Сигнальное значение - 6;Минимально выключенное время - 66;Минимальное включеное время - 67;Значение обратной связи - 40;Состояние текст 110;Число состояний 74;Тайм-аут APDU;Число повторов APDU;Конфигурация;Интервал обновления в сек.;Глобальная переменная;Шаблон;Подстановка;
BI_124;1673;84;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.BI_124;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QF4_OFF;;;
BI_125;1673;85;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.BI_125;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QF4_ALARM;;;
AI_124;1673;86;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.AI_124;0; Напряжение, В;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF4_VOLTAGE;;;
AI_125;1673;87;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.AI_125;0; Ток 1, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF4_CURRENT_1;;;
AI_126;1673;88;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.AI_126;0; Ток 2, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF4_CURRENT_2;;;
AI_127;1673;89;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_4.AI_127;0; Ток 3, А;;;502;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF4_CURRENT_3;;;
QF_2;1;90;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2;;Автоматический выключатель QF_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_133;1673;91;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.BI_133;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QF2_ON;;;
BI_134;1673;92;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.BI_134;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QF2_OFF;;;
BI_135;1673;93;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.BI_135;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QF2_ALARM;;;
AI_134;1673;94;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.AI_134;0; Напряжение, В;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF2_VOLTAGE;;;
AI_135;1673;95;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.AI_135;0; Ток 1, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF2_CURRENT_1;;;
AI_136;1673;96;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.AI_136;0; Ток 2, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF2_CURRENT_2;;;
AI_137;1673;97;Site:Engineering.Electricity.TP_1002.QF_SECTION.QF_2.AI_137;0; Ток 3, А;;;502;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;QF2_CURRENT_3;;;
SECTION_1;1;98;Site:Engineering.Electricity.TP_1002.SECTION_1;;Секция  №1 (0.4kV);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/svg/TP_SECTION_1.svg;;
1QF_1;1;99;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1;;Автоматический выключатель1QF_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_143;1673;100;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.BI_143;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF1_ON;;;
BI_144;1673;101;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.BI_144;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF1_OFF;;;
BI_145;1673;102;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.BI_145;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF1_ALARM;;;
AI_145;1673;103;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.AI_145;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF1_CURRENT_1;;;
AI_146;1673;104;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.AI_146;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF1_CURRENT_2;;;
AI_147;1673;105;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_1.AI_147;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF1_CURRENT_3;;;
1QF_2;1;106;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2;;Автоматический выключатель1QF_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_153;1673;107;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.BI_153;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF2_ON;;;
BI_154;1673;108;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.BI_154;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF2_OFF;;;
BI_155;1673;109;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.BI_155;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF2_ALARM;;;
AI_155;1673;110;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.AI_155;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF2_CURRENT_1;;;
AI_156;1673;111;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.AI_156;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF2_CURRENT_2;;;
AI_157;1673;112;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_2.AI_157;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF2_CURRENT_3;;;
1QF_3;1;113;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3;;Автоматический выключатель1QF_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_163;1673;114;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.BI_163;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF3_ON;;;
BI_164;1673;115;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.BI_164;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF3_OFF;;;
BI_165;1673;116;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.BI_165;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF3_ALARM;;;
AI_165;1673;117;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.AI_165;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF3_CURRENT_1;;;
AI_166;1673;118;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.AI_166;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF3_CURRENT_2;;;
AI_167;1673;119;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_3.AI_167;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF3_CURRENT_3;;;
1QF_29;1;120;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29;;Автоматический выключатель1QF_29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_173;1673;121;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.BI_173;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF29_ON;;;
BI_174;1673;122;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.BI_174;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF29_OFF;;;
BI_175;1673;123;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.BI_175;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF29_ALARM;;;
AI_175;1673;124;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.AI_175;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF29_CURRENT_1;;;
AI_176;1673;125;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.AI_176;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF29_CURRENT_2;;;
AI_177;1673;126;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_29.AI_177;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF29_CURRENT_3;;;
1QF_30;1;127;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30;;Автоматический выключатель1QF_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_183;1673;128;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.BI_183;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF30_ON;;;
BI_184;1673;129;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.BI_184;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF30_OFF;;;
BI_185;1673;130;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.BI_185;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF30_ALARM;;;
AI_185;1673;131;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.AI_185;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF30_CURRENT_1;;;
AI_186;1673;132;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.AI_186;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF30_CURRENT_2;;;
AI_187;1673;133;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_30.AI_187;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF30_CURRENT_3;;;
1QF_4;1;134;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4;;Автоматический выключатель1QF_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_193;1673;135;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.BI_193;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF4_ON;;;
BI_194;1673;136;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.BI_194;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF4_OFF;;;
BI_195;1673;137;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.BI_195;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF4_ALARM;;;
AI_195;1673;138;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.AI_195;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF4_CURRENT_1;;;
AI_196;1673;139;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.AI_196;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF4_CURRENT_2;;;
AI_197;1673;140;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_4.AI_197;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF4_CURRENT_3;;;
1QF_5;1;141;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5;;Автоматический выключатель1QF_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_203;1673;142;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.BI_203;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF5_ON;;;
BI_204;1673;143;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.BI_204;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF5_OFF;;;
BI_205;1673;144;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.BI_205;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF5_ALARM;;;
AI_205;1673;145;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.AI_205;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF5_CURRENT_1;;;
AI_206;1673;146;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.AI_206;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF5_CURRENT_2;;;
AI_207;1673;147;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_5.AI_207;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF5_CURRENT_3;;;
1QF_6;1;148;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6;;Автоматический выключатель1QF_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_213;1673;149;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.BI_213;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF6_ON;;;
BI_214;1673;150;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.BI_214;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF6_OFF;;;
BI_215;1673;151;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.BI_215;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF6_ALARM;;;
AI_215;1673;152;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.AI_215;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF6_CURRENT_1;;;
AI_216;1673;153;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.AI_216;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF6_CURRENT_2;;;
AI_217;1673;154;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_6.AI_217;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF6_CURRENT_3;;;
1QF_7;1;155;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7;;Автоматический выключатель1QF_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_223;1673;156;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.BI_223;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF7_ON;;;
BI_224;1673;157;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.BI_224;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF7_OFF;;;
BI_225;1673;158;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.BI_225;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF7_ALARM;;;
AI_225;1673;159;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.AI_225;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF7_CURRENT_1;;;
AI_226;1673;160;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.AI_226;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF7_CURRENT_2;;;
AI_227;1673;161;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_7.AI_227;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF7_CURRENT_3;;;
1QF_8;1;162;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8;;Автоматический выключатель1QF_8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_233;1673;163;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.BI_233;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF8_ON;;;
BI_234;1673;164;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.BI_234;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF8_OFF;;;
BI_235;1673;165;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.BI_235;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF8_ALARM;;;
AI_235;1673;166;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.AI_235;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF8_CURRENT_1;;;
AI_236;1673;167;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.AI_236;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF8_CURRENT_2;;;
AI_237;1673;168;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_8.AI_237;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF8_CURRENT_3;;;
1QF_9;1;169;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9;;Автоматический выключатель1QF_9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_243;1673;170;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.BI_243;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF9_ON;;;
BI_244;1673;171;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.BI_244;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF9_OFF;;;
BI_245;1673;172;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.BI_245;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF9_ALARM;;;
AI_245;1673;173;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.AI_245;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF9_CURRENT_1;;;
AI_246;1673;174;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.AI_246;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF9_CURRENT_2;;;
AI_247;1673;175;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_9.AI_247;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF9_CURRENT_3;;;
1QF_10;1;176;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10;;Автоматический выключатель1QF_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_253;1673;177;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10.BI_253;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF10_ON;;;
BI_254;1673;178;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10.BI_254;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF10_OFF;;;
BI_255;1673;179;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10.BI_255;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1QF10_ALARM;;;
AI_255;1673;180;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10.AI_255;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF10_CURRENT_1;;;
AI_256;1673;181;Site:Engineering.Electricity.TP_1002.SECTION_1.1QF_10.AI_256;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;1QF10_CURRENT_2;;;
